date,product_a_demand,product_b_demand,product_c_demand,promo_a,promo_b,weekend,product_a_own_promo_mult,product_a_competitor_promo_mult,product_a_lagged_competitor_mult,product_a_weekend_mult,product_a_weekend_promo_synergy_mult,product_b_own_promo_mult,product_b_competitor_promo_mult,product_b_lagged_competitor_mult,product_b_weekend_mult,product_b_weekend_promo_synergy_mult,product_c_own_promo_mult,product_c_competitor_promo_mult,product_c_lagged_competitor_mult,product_c_weekend_mult,product_c_weekend_promo_synergy_mult,product_a_total_mult,product_b_total_mult,product_c_total_mult
2022-11-10,203.44972670032126,233.08771425106542,213.6177952612263,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-11,197.90669995106347,242.03267971995118,221.4715608185967,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-12,231.7377539042725,279.3497740061231,251.19556812827904,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-11-13,236.2213492700469,277.51764711425153,253.09472169680978,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-11-14,200.73741238485508,244.03943292567197,217.82723739732538,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-15,205.66993137110887,236.41264362764912,214.4501416634698,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-16,204.92272779633362,239.33569790778526,215.87062585666195,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-17,206.59126380055073,236.36748249384715,216.75588886209985,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-18,209.21946232418554,245.6606381542734,225.23287040168927,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-19,233.24574462048358,283.4468924548081,249.17877175710348,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-11-20,228.43003782391014,267.4477226633906,261.66067985825833,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-11-21,196.29108662756897,238.49821196148548,217.52365213531488,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-22,201.72316258980456,236.38222620816362,214.9279823029391,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-23,201.75034113572895,232.20247466102992,214.23813286483878,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-24,191.44744029596308,230.56905336796945,218.0554430389626,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-25,188.9986280650422,228.98732589292214,218.25366536964464,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-26,221.44169141329706,280.27646717054364,261.3819163348977,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-11-27,220.43850453935443,277.615359557952,258.9664454180234,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-11-28,193.34528865969068,234.47686648894788,222.95918826473397,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-29,195.5677284651404,236.6751939689049,223.90350033043677,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-11-30,193.9820114035078,232.746041835861,222.25072162585747,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-01,199.0342598426122,231.8967351846554,225.60646394475532,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-02,190.58884787958826,233.53282693777743,220.97823425717195,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-03,295.79869079463793,200.5021429344507,264.11519372238627,1.0,0.0,1.0,1.2,1.0,1.0,1.15,1.1,1.0,0.85,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.518,0.9774999999999999,1.15
2022-12-04,312.9122657713364,198.96437708076775,258.40657257884004,1.0,0.0,1.0,1.2,1.0,1.0,1.15,1.1,1.0,0.85,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.518,0.9774999999999999,1.15
2022-12-05,266.8272799570042,154.515501151167,234.30888272428186,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2022-12-06,272.2266479484474,142.21113845901803,221.50828851658576,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2022-12-07,283.42944515548027,133.61472923645795,223.0653816814283,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2022-12-08,296.1883249715372,137.81083142500046,219.56355750938883,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2022-12-09,293.1319224396631,140.59699080437863,216.44012161731953,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2022-12-10,294.65780897528197,227.87569007130577,252.72545316166327,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,0.9,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.035,1.15
2022-12-11,270.7584632583827,244.00065331008037,257.72936482756654,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,0.9,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.035,1.15
2022-12-12,218.27297433276746,220.9280729935796,215.2722825624406,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2022-12-13,214.39971471124588,231.69456865212675,213.36713201795817,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2022-12-14,205.93879789102246,227.66888250902437,213.0450411701373,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2022-12-15,207.12580551641213,231.3593469603933,215.24160418046367,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2022-12-16,196.04794194458245,235.77782623006544,216.98349318264212,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2022-12-17,226.52646963708244,271.583907568087,251.7921228097602,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-12-18,223.85813621895903,266.11171848098417,261.22983076575935,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-12-19,194.96160079673163,236.21970788780035,226.45745949910037,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-20,213.2027446077415,231.58069863454045,225.38020122155797,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-21,199.78887352656287,234.3086076746195,219.6846661919201,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-22,197.5431289250923,236.42406144562585,214.3872636193957,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-23,203.45496554350368,238.03492057647705,220.14229895516453,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-24,228.2292950839895,272.611067926822,253.23709238360047,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-12-25,224.27676901058732,272.69022293335763,248.6829016965257,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2022-12-26,194.21628974086263,229.11171694953606,224.90468449688984,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-27,194.1992477598814,241.360677567449,225.5003902130498,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-28,191.35186675050562,233.36302363926387,234.0819713107103,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-29,204.07578843656185,238.14008752856623,226.475676958882,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-30,196.6718790003674,240.04817110483964,221.55176238531075,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-12-31,219.33692290154877,268.792135440937,255.13324280493524,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2023-01-01,220.21857962142406,273.502714921123,248.4699433751344,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2023-01-02,192.09508382124125,241.91046390717239,220.29601150180986,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-01-03,195.88418795275427,244.06967511076994,221.45031448637417,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-01-04,203.6535008560623,239.54644217342633,218.5729106112759,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-01-05,194.45415031575766,238.7594075840192,224.1765182132687,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-01-06,204.88066553447865,243.8317259798633,212.94366762967223,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-01-07,179.41634113489374,356.44334068732644,256.0105139646108,0.0,1.0,1.0,1.0,0.85,1.0,1.15,1.0,1.2,1.0,1.0,1.15,1.1,1.0,1.0,1.0,1.15,1.0,0.9774999999999999,1.518,1.15
2023-01-08,159.94948642020557,390.0491053724476,245.02505069614026,0.0,1.0,1.0,1.0,0.85,1.0,1.15,1.0,1.2,1.0,1.0,1.15,1.1,1.0,1.0,1.0,1.15,1.0,0.9774999999999999,1.518,1.15
2023-01-09,133.28498560765922,317.3155186921573,215.10379149210843,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2023-01-10,118.84774178343639,325.62895159951285,217.2169965211048,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2023-01-11,125.94374513617652,350.54826373525225,218.2704177881581,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2023-01-12,123.13570399372989,350.6256360438131,220.80566475807666,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2023-01-13,116.05923678533476,356.4685767444028,221.9495274697119,0.0,1.0,0.0,1.0,0.85,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.2,1.0
2023-01-14,180.82793044393006,341.5389774903701,253.28959171167824,0.0,0.0,1.0,1.0,1.0,0.9,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.035,1.15,1.15
2023-01-15,200.19215978088548,316.9669089738128,253.27018950257568,0.0,0.0,1.0,1.0,1.0,0.9,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.035,1.15,1.15
2023-01-16,192.2231258156557,267.2909380362644,226.15456012827457,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2023-01-17,192.5922280435838,256.7475059784395,226.37549391370428,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2023-01-18,203.19996842880846,241.75460584419926,217.2607278338169,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2023-01-19,205.33444818430422,242.63759610545736,217.4492904395242,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2023-01-20,196.63154969775215,238.66008985387637,212.41534660403397,0.0,0.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
2023-01-21,240.81921429285214,276.0289904678794,249.4985942728392,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2023-01-22,235.49547338815051,280.64981700424215,255.06976950026632,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2023-01-23,208.11658753656957,238.39681049099454,218.5988988949235,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-01-24,206.82992488009415,237.96915138929106,219.91679202886894,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-01-25,205.45562073977734,242.58156195291573,211.74478643931133,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-01-26,206.19911091749992,239.32305310106585,220.6706414029655,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-01-27,206.42540157916415,247.50404307831923,224.60297842970402,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-01-28,240.56791833643112,285.85793050800066,256.2408244806356,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2023-01-29,234.81374436183216,285.17216921920624,258.7959927596276,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2023-01-30,201.71147201006372,245.91758781531524,221.91866358901257,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-01-31,197.5317104724301,249.14155208882894,221.83045633471613,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-02-01,208.76390940430136,236.65656076357718,218.442879249204,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-02-02,202.28148023087104,245.9118015480821,221.68543638583978,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-02-03,203.82570231714107,236.06357567968948,215.02020754521538,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-02-04,233.50323514249197,268.9861103849584,248.9341979194993,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2023-02-05,234.50707803326037,267.93840466967066,258.89118274907815,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2023-02-06,207.2586275042853,229.64956436667188,216.66004330832627,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-02-07,192.7391213090182,231.99299776029025,223.44995997565346,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-02-08,197.42246744062268,237.58856012256112,213.55891061404373,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-02-09,201.3432183212061,235.19264365165594,218.8120896530421,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-02-10,199.47211158750386,232.3889672612001,213.19865911960125,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-02-11,309.6194639203811,206.89817246707162,255.6460362102267,1.0,0.0,1.0,1.2,1.0,1.0,1.15,1.1,1.0,0.85,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.518,0.9774999999999999,1.15
2023-02-12,327.2350421050271,189.5197333716041,242.95160182832484,1.0,0.0,1.0,1.2,1.0,1.0,1.15,1.1,1.0,0.85,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.518,0.9774999999999999,1.15
2023-02-13,271.90465022640115,151.59720628643652,226.22463433989344,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2023-02-14,284.28751237679177,152.4191638668526,222.4433271190825,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2023-02-15,285.66513195494446,143.47909227540086,222.6855637318149,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2023-02-16,288.11397526441164,139.33587042958783,220.0253310388172,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2023-02-17,300.7067691287609,129.45358241828774,225.58851043872525,1.0,0.0,0.0,1.2,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.85,1.0
2023-02-18,281.1002000285097,207.38224499473256,260.7357879351693,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,0.9,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.035,1.15
2023-02-19,272.25673672960846,236.44093237903502,260.72406894564284,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,0.9,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.035,1.15
2023-02-20,229.12239474146077,220.2454095798165,222.6605408311624,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2023-02-21,217.6193294964806,232.75474802462855,218.65600617318614,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2023-02-22,208.19494342864402,232.4937951334114,210.71692961355623,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2023-02-23,206.59985434278255,227.864064152253,217.18356857981766,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2023-02-24,207.48863841846884,232.72532190661994,224.79874668041964,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
2023-02-25,226.59025438092326,276.82557249782053,257.47998878828935,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2023-02-26,221.8739790623181,288.51599253691785,255.11986915222968,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2023-02-27,193.36294136751937,237.1159341214647,220.34818729673486,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-02-28,196.02588052268632,241.77051934948818,219.14134418755057,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-03-01,200.31222210729123,238.2208093172556,211.15861811526702,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-03-02,198.63087782173736,229.23266472876566,218.75796463032248,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-03-03,195.2721439973931,237.14453099892128,223.73583498459172,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-03-04,223.17461845287818,277.99637069407834,251.7742913114046,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2023-03-05,235.88158299226512,274.0641893878477,249.16891070440664,0.0,0.0,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.0,1.0,1.0,1.15,1.0,1.15,1.15,1.15
2023-03-06,203.42072690389284,237.8932899119132,215.02434204624495,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-03-07,199.9121372927586,238.83183778201362,223.84343823766602,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-03-08,192.0082832220123,239.331429161744,222.95255371460962,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
